filename,title,date,age_years,status,priority_score,technologies_str,deprecated_services_str,deprecated_versions_str,reasoning,recommended_action
2017-09-01-django-app-with-httpplatformhandler-in-azure-app-services-windows.md, Django app with HttpPlatformHandler in Azure App Services (Windows),2017-09-01,8.0,outdated,12,python; configuration; django; azure app service on windows; nodejs,,python 2.7,"Post is 8.0 years old, likely contains outdated information; References deprecated technology versions: python 2.7",HIGH: Archive or completely rewrite
2017-08-21-enable-php-extensions-on-azure-web-app-on-windows.md, Enable PHP extensions on Azure Web App on Windows,2017-08-21,8.0,outdated,12,php; configuration; azure app service on windows,,,"Post is 8.0 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2017-08-04-http-to-https-redirect-for-wordpress-on-azure-web-app-on-linux.md, HTTP to HTTPS redirect for WordPress on Azure Web App on Linux,2017-08-04,8.1,outdated,12,wordpress; configuration; azure app service on linux; https; wordpress on linux; php,,,"Post is 8.1 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2017-06-21-migrate-wordpress-content-to-azure-blob-storage.md, Migrate WordPress content to Azure blob storage,2017-06-21,8.2,outdated,12,wordpress; blob storage; dotnet; performance; azure app service on windows; php; docker,,,"Post is 8.2 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2017-06-19-http-to-https-redirect-for-azure-web-app-on-linux.md, Redirect HTTP to HTTPS from .htaccess for Azure Web App on Linux on Apache,2017-06-19,8.2,outdated,12,azure app service web app; configuration; azure app service on linux; .htaccess; apache; web app on linux,,,"Post is 8.2 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2017-05-26-first-steps-with-bitnami-wordpress-in-azure-vm.md, First steps with Bitnami WordPress in Azure VM,2017-05-26,8.3,outdated,12,how-to; wordpress; azure vm; bitnami; php,,php 5.; php 7.0,"Post is 8.3 years old, likely contains outdated information; References deprecated technology versions: php 5., php 7.0",HIGH: Archive or completely rewrite
2017-05-09-azure-app-service-java-cicd-with-maven.md, Azure App Service Java CI/CD with Maven,2017-05-09,8.3,outdated,12,azure app service web app; dotnet; azure app service on windows; maven; deployment; java,,,"Post is 8.3 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2017-04-28-wordpress-migration-easy-as-a-b-c-1-2-3.md," WordPress Migration: Easy as A-B-C, 1-2-3",2017-04-28,8.4,outdated,12,how-to; wordpress; azure app service web app; dotnet; migration; php,,,"Post is 8.4 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2017-04-26-capture-java-vm-traffic-using-fiddler.md, Capture Java VM Traffic using Fiddler,2017-04-26,8.4,outdated,12,dotnet; how-to; azure sdk; java,,java 8,"Post is 8.4 years old, likely contains outdated information; References deprecated technology versions: java 8",HIGH: Archive or completely rewrite
2015-05-07-troubleshooting-mysql-database-on-cleardb.md, Troubleshooting MySQL Database on ClearDB - Deprecated,2015-05-07,10.3,outdated,12,wordpress troubleshooting; dotnet; cleardb troubleshooting; cleardb; mysql; azure; php; web apps,,,"Post is 10.3 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-05-01-magento-web-config-for-azure-and-iis.md, Magento Web.Config for Azure and IIS,2015-05-01,10.3,outdated,12,azure app service web app; magento; iis; .htaccess; web.config; azure; php,,,"Post is 10.3 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-04-28-executing-java-web-jobs-on-azure.md, Executing Java Web Jobs on Azure,2015-04-28,10.4,outdated,12,azure; java configuration; webjob; java,,java 7,"Post is 10.4 years old, likely contains outdated information; References deprecated technology versions: java 7",HIGH: Archive or completely rewrite
2015-04-27-improving-wordpress-performance-use-azure-cdn.md,Use Azure CDN for WordPress site on Azure App,2015-04-27,10.4,outdated,12,wordpress; cdn; dotnet; wordpress azure cdn; php,,,"Post is 10.4 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-04-23-converting-apache-htaccess-rules-to-iis-web-config-using-iis-manager-for-azure-websites.md,Converting Apache .htaccess rules to IIS web.config using IIS Manager for Azure Websites,2015-04-23,10.4,outdated,12,azure app service web app; iis; dotnet; web.config; .htaccess; apache; azure; web apps,,,"Post is 10.4 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-04-16-magento-indexing-and-root-category-on-microsoft-azure.md,Magento Indexing and Root Category on Microsoft Azure,2015-04-16,10.4,outdated,12,magento; indexing; magento root category; azure; php; web apps,,,"Post is 10.4 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-04-15-info-about-php-fatal-error-and-error-log-on-azure-website.md,PHP Error Log on Azure Website,2015-04-15,10.4,outdated,12,php troubleshooting; dotnet; php error log azure webapps; php,,php 5.,"Post is 10.4 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Archive or completely rewrite
2015-04-13-magento-cron-jobs-on-azure.md,Magento Cron Jobs to Azure Web Jobs,2015-04-13,10.4,outdated,12,magento; web jobs; azure; php; web apps,,php 5.,"Post is 10.4 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Archive or completely rewrite
2015-04-07-lamp-migration-to-web-apps-previously-known-as-websites.md,LAMP Migration to Web Apps,2015-04-07,10.4,outdated,12,wordpress; dotnet; cleardb; mysql; php,,php 5.,"Post is 10.4 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Archive or completely rewrite
2015-04-06-giving-your-existing-wordpress-multisite-a-new-domain-name-on-microsoft-azure.md,Giving your existing WordPress MultiSite a new domain name on Microsoft Azure,2015-04-06,10.4,outdated,12,domain name; wordpress; multisite; dotnet; azure; php; web apps,Web Sites,,"Post is 10.4 years old, likely contains outdated information; References deprecated Azure services: Web Sites",CRITICAL: Update deprecated service references
2015-04-03-installing-php-package-on-azure-website-using-pear-package-manager.md,Installing PHP Package on Azure Website Using PEAR Package Manager,2015-04-03,10.4,outdated,12,dotnet; php; mail package; pear,,,"Post is 10.4 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-04-02-azure-app-service-web-apps-install-mail-package-using-composer.md,Azure App Service Web Apps  - Install Mail package using composer,2015-04-02,10.4,outdated,12,dotnet; composer; azure; php; web apps,,php 5.,"Post is 10.4 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Archive or completely rewrite
2015-03-30-uploading-files-to-azure-storage-using-sasshared-access-signature.md,Uploading files to Azure Storage using SAS(shared access signature) - Python,2015-03-30,10.4,outdated,12,dotnet; python; sas; docker,,,"Post is 10.4 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-03-27-performance-tuning-mysql-database-on-azure-linux-vms.md,Performance Tuning MySQL Database on Azure Linux VM's,2015-03-27,10.4,outdated,12,azure mysql performance tuning; mysql,,,"Post is 10.4 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2015-03-24-finding-correct-version-of-php-extension-for-azure-web-site.md,Finding Correct Version of PHP Extension for Azure Web Site,2015-03-24,10.5,outdated,12,php extension azure webapps; php troubleshooting; php; dotnet,,php 5.,"Post is 10.5 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Archive or completely rewrite
2015-03-23-running-nodejs-and-php-on-same-azure-website.md,Running Nodejs and php on Same Azure website,2015-03-23,10.5,outdated,12,dotnet; php nodejs; nodejs; php,,,"Post is 10.5 years old, likely contains outdated information",HIGH: Archive or completely rewrite
2020-01-23-custom-startup-for-nodejs-python.md, Azure App Service Linux - Custom Startup Script for Nodejs & Python,2020-01-23,5.6,outdated,11,how-to; python; configuration; azure app service on linux; dotnet; nodejs; php; docker,,,"Post is 5.6 years old, likely contains outdated information",HIGH: Review and update or archive
2019-01-29-azure-app-service-linux-update-php-settings.md, Azure App Service Linux - Update PHP Settings,2019-01-29,6.6,outdated,11,configuration; azure app service on linux; dotnet; php; docker,,php 5.,"Post is 6.6 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Review and update or archive
2019-02-02-how-to-send-emails-through-azure-web-apps-using-google-gmail.md,How to send emails through Azure Web Apps using Google / Gmail,2019-02-02,6.6,outdated,11,azure web app email send; azure app service web app; email; c#; azure web apps send email gmail; c# mailkit; azure web apps gmail,,,"Post is 6.6 years old, likely contains outdated information",HIGH: Review and update or archive
2018-09-27-how-to-change-memory-limit-on-wordpress-web-app-for-linux-on-azure.md,How to change memory_limit on Wordpress Web App for Linux on Azure,2018-09-27,6.9,outdated,11,azure linux web app; wordpress on linux; configuration; azure app service on linux; azure memory_limit change; php ini change azure web apps linux; azure linux php ini; azure linux web app php settings; php; docker,,,"Post is 6.9 years old, likely contains outdated information",HIGH: Review and update or archive
2018-10-01-web-config-sample-for-wordpress-nested-in-subdirectory.md, RewriteRule sample for WordPress in subdirectory,2018-10-01,6.9,outdated,11,wordpress; configuration; web.config; .htaccess; azure app service on windows; php,,,"Post is 6.9 years old, likely contains outdated information",HIGH: Review and update or archive
2018-10-12-restrict-access-to-login-for-the-wordpress-running-on-azure-web-app-container.md,Restrict access to login for the WordPress running on Azure web app container,2018-10-12,6.9,outdated,11,wordpress; azure app service web app; configuration; .htaccess; ip restrict; wordpress on linux; php,,,"Post is 6.9 years old, likely contains outdated information",HIGH: Review and update or archive
2018-10-31-building-python-functions-app-that-use-native-modules-custom-docker.md,Building Python Functions App that use Native Modules – Custom Docker,2018-10-31,6.8,outdated,11,azure function app; azure linux web app; python; python functions app; functions app; nodejs; docker,,python 3.6,"Post is 6.8 years old, likely contains outdated information; References deprecated technology versions: python 3.6",HIGH: Review and update or archive
2019-01-29-azure-app-service-linux-adding-php-extensions.md,Azure App Service Linux - Adding PHP Extensions,2019-01-29,6.6,outdated,11,configuration; azure app service on linux; dotnet; php; docker,,php 5.,"Post is 6.6 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Review and update or archive
2018-08-30-configuring-node-js-application-on-azure-app-service-with-azure-blob-storage.md,Configuring node.js application on Azure App Service with Azure Blob Storage,2018-08-30,7.0,outdated,11,azure app service web app; nodejs; configuration; docker,,,"Post is 7.0 years old, likely contains outdated information",HIGH: Review and update or archive
2018-09-25-how-to-set-node-version-for-windows-node-js-webapp-from-azure-portal.md,How to set node version for Windows node.js webapp from Azure Portal,2018-09-25,6.9,outdated,11,dotnet; nodejs; configuration; azure app service on windows,,,"Post is 6.9 years old, likely contains outdated information",HIGH: Review and update or archive
2018-08-30-debugging-node-js-applications-on-azure-app-services-linux-containers.md,Debugging Node.js applications on Azure App Services Linux/containers,2018-08-30,7.0,outdated,11,azure app service on linux; dotnet; debugging; nodejs; docker,,,"Post is 7.0 years old, likely contains outdated information",HIGH: Review and update or archive
2020-03-30-Redirect-the-.azurewebsites.net-domain-to-your-custom-domin-with-Nginx.md,Redirect azurewebsites.net to your custom domain,2020-03-30,5.4,outdated,11,how-to; configuration; azure app service on linux; dotnet; linux; redirect; nginx; docker,,,"Post is 5.4 years old, likely contains outdated information",HIGH: Review and update or archive
2020-03-31-Configuring-Nginx-docker-image-for-VNET-Integration.md,Configuring a Nginx image for VNET Integration on Azure,2020-03-31,5.4,outdated,11,how-to; vnet integration; configuration; azure app service on linux; dotnet; linux; nginx; docker,,,"Post is 5.4 years old, likely contains outdated information",HIGH: Review and update or archive
2020-04-30-run-production-build-on-app-service-linux.md,Running Production Build Nodejs Apps on App Service Linux,2020-04-30,5.3,outdated,11,how-to; reactjs; configuration; azure app service on linux; startup; angular; nodejs; expressjs,,,"Post is 5.3 years old, likely contains outdated information",HIGH: Review and update or archive
2020-05-05-debugging-php-application-on-azure-app-service-linux.md,Debugging PHP Applications on Azure App Services Linux/Containers using XDEBUG,2020-05-05,5.3,outdated,11,azure app service on linux; dotnet; xdebug; docker; php; troubleshooting,,php 5.,"Post is 5.3 years old, likely contains outdated information; References deprecated technology versions: php 5.",HIGH: Review and update or archive
2020-07-24-Run-WordPress-in-subfolder-or-Virtual-Directory.md,Run WordPress in subfolder or Virtual Directory on Azure App Service,2020-07-24,5.1,outdated,11,how-to; virtual directory; wordpress; dotnet; azure app service on windows; subdirectory; php,,,"Post is 5.1 years old, likely contains outdated information",HIGH: Review and update or archive
2020-02-18-IIS Node-versions-for-handling-requests-to-Node-Applications.md,Using specific IIS Node versions for handling requests to Node Applications - App Services (Windows),2020-02-18,5.5,outdated,11,node.js; iisnode version; configuration; how to; azure app service on windows; iisnode; nodejs,,,"Post is 5.5 years old, likely contains outdated information",HIGH: Review and update or archive
2020-03-06-java-managed-identity-access-keyvault.md,Azure webapp access Keyvault secrets with Java and Managed Services Identity,2020-03-06,5.5,outdated,11,how-to; azure app service on linux; dotnet; spring boot; azure app service on windows; azure sdk; java,,java 7; java 8,"Post is 5.5 years old, likely contains outdated information; References deprecated technology versions: java 7, java 8",HIGH: Review and update or archive
2020-03-25-docker-run-fails-with-standard-init-linux-error.md,Docker run fails with standard_init_linux.go error,2020-03-25,5.4,outdated,11,azure app service on linux; standard_init_linux; docker; error; troubleshooting,,,"Post is 5.4 years old, likely contains outdated information",HIGH: Review and update or archive
2020-07-25-HTTP-431s-on-Azure-App-Services-Linux.md,HTTP 431s on Azure App Services - Linux,2020-07-25,5.1,outdated,11,request header fields too large; azure app service on linux; diagnostics; http 431; docker; nodejs; app service linux,,,"Post is 5.1 years old, likely contains outdated information",HIGH: Review and update or archive
2020-07-25-Connecting-to-Storage-Account-having-a-Private-Endpoint.md,Access an Azure Storage Account having a Private endpoint via an App Service,2020-07-25,5.1,outdated,11,how-to; python; azure app service on linux; private endpoint; app service - linux; storage account,,,"Post is 5.1 years old, likely contains outdated information",HIGH: Review and update or archive
2020-08-07-wordpress-best-practices-for-performance.md,WordPress Best Practices for Performance,2020-08-07,5.1,outdated,11,how-to; wordpress; azure app service on linux; dotnet; performance; best practices; app services; azure; php; docker,,php 7.0,"Post is 5.1 years old, likely contains outdated information; References deprecated technology versions: php 7.0",HIGH: Review and update or archive
2020-02-11-configuring-ssl-certificates-with-nodejs.md,Configuring SSL Certificates with nodejs,2020-02-11,5.6,outdated,11,how-to; configuration; express; azure vm; nodejs,,,"Post is 5.6 years old, likely contains outdated information",HIGH: Review and update or archive
2020-02-10-xgboost-library-could-not-be-loaded.md, Azure App Service Linux - Python - XGBoost Library (libxgboost.so) Could Not Be Loaded,2020-02-10,5.6,outdated,11,how-to; python; configuration; azure app service on linux; nodejs,,python 3.7,"Post is 5.6 years old, likely contains outdated information; References deprecated technology versions: python 3.7",HIGH: Review and update or archive
2020-01-29-deploy-azure-java-function-app-windows-via-github-actions.md,Deploy Azure Java Function App (Windows) via GitHub Actions,2020-01-29,5.6,outdated,11,azure function app; how-to; java,,java 8,"Post is 5.6 years old, likely contains outdated information; References deprecated technology versions: java 8",HIGH: Review and update or archive
2020-01-24-enable-xdebug-app-service-linux.md, Azure App Service Linux - Enable XDebug for PHP,2020-01-24,5.6,outdated,11,how-to; configuration; azure app service on linux; debugging; php,,,"Post is 5.6 years old, likely contains outdated information",HIGH: Review and update or archive
2020-01-23-php-custom-startup-script-app-service-linux.md, Azure App Service Linux - PHP Custom Startup Script,2020-01-23,5.6,outdated,11,how-to; configuration; azure app service on linux; dotnet; php; docker,,php 7.0,"Post is 5.6 years old, likely contains outdated information; References deprecated technology versions: php 7.0",HIGH: Review and update or archive
2020-08-07-wordpress-migration-plan-to-azure.md,WordPress Migration Plan to Azure App Services,2020-08-07,5.1,outdated,11,how-to; wordpress; azure app service on linux; migration; app services; azure; php,,,"Post is 5.1 years old, likely contains outdated information",HIGH: Review and update or archive
2022-01-28-Nuxtjs-Deployment-with-Azure-DevOps-Pipelines.md,Nuxtjs Deployment with Azure DevOps Pipelines,2022-01-28,3.6,outdated,10,node.js; azure app service on linux; nuxtjs; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,nodejs 12.,"Post is 3.6 years old, may need updates; References deprecated technology versions: nodejs 12.",HIGH: Review and update or archive
2022-03-10-NodeJS-with-Keep-Alives-and-Connection-Reuse.md,NodeJS with Keep-Alives and Connection Reuse,2022-03-10,3.5,outdated,10,azure app service on linux; dotnet; performance; azure app service on windows; nodejs; docker,,nodejs 12.,"Post is 3.5 years old, may need updates; References deprecated technology versions: nodejs 12.",HIGH: Review and update or archive
2022-02-10-Configure-Imagick-PHP-Extension-in-App-Service.md,Configure Imagick PHP Extension in App Service,2022-02-10,3.6,outdated,10,php extensions; configuration; imagick; azure app service on linux; dotnet; azure app service on windows; imagemagick; php,,php 5.; php 7.0; php 7.4,"Post is 3.6 years old, may need updates; References deprecated technology versions: php 5., php 7.0, php 7.4",HIGH: Review and update or archive
2021-12-14-Troubleshooting-NodeJS-High-CPU-and-Memory-scenarios-in-App-Service-Windows.md,Troubleshooting Node.js High CPU and Memory scenarios in App Service Windows,2021-12-14,3.7,outdated,10,node.js; high memory; dotnet; performance; azure app service on windows; profiler; high cpu; nodejs; troubleshooting,,nodejs 8.; java 7; java 8,"Post is 3.7 years old, may need updates; References deprecated technology versions: nodejs 8., java 7, java 8",HIGH: Review and update or archive
2022-01-29-Angular-Deployment-on-App-Service-Linux.md,Angular Deployment on App Service Linux,2022-01-29,3.6,outdated,10,azure app service on linux; github actions; dotnet; angular; azure devops; docker; javascript; deployment; nodejs; deploy; troubleshooting,,nodejs 4.; nodejs 6.; nodejs 10.; nodejs 12.,"Post is 3.6 years old, may need updates; References deprecated technology versions: nodejs 4., nodejs 6., nodejs 10., nodejs 12.",HIGH: Review and update or archive
2021-12-10-Troubleshooting-NodeJS-High-Memory-scenarios-in-App-Service-Linux.md,Troubleshooting Node.js High Memory scenarios in App Service Linux,2021-12-10,3.7,outdated,10,node.js; high memory; azure app service on linux; dotnet; performance; profiler; docker; nodejs; troubleshooting,,nodejs 4.; nodejs 8.,"Post is 3.7 years old, may need updates; References deprecated technology versions: nodejs 4., nodejs 8.",HIGH: Review and update or archive
2021-12-09-Troubleshooting-NodeJS-High-CPU-scenarios-in-App-Service-Linux.md,Troubleshooting Node.js High CPU scenarios in App Service Linux,2021-12-09,3.7,outdated,10,node.js; azure app service on linux; dotnet; performance; profiler; high cpu; nodejs; troubleshooting,,nodejs 4.; java 7; java 8,"Post is 3.7 years old, may need updates; References deprecated technology versions: nodejs 4., java 7, java 8",HIGH: Review and update or archive
2021-10-21-php-install-apcu.md,Install APCU extension for Azure App Service Linux PHP 7.4,2021-10-21,3.9,outdated,10,configuration; azure app service on linux; php74; php; apcu; app service linux,,php 7.4,"Post is 3.9 years old, may need updates; References deprecated technology versions: php 7.4",HIGH: Review and update or archive
2020-09-15-unable-to-download-static-content-php-on-azure-app-service-linux.md,Unable to download static content when using php images on Azure App Service - Linux,2020-09-15,5.0,outdated,10,how-to; any framework based on php 7.2 or 7.3 or 7.4 images; configuration; azure app service on linux; dotnet; static content; php 7.2/7.3/7.4; azure app service linux; php,,php 7.2; php 7.3; php 7.4,"Post is 5.0 years old, may need updates; References deprecated technology versions: php 7.2, php 7.3, php 7.4",HIGH: Review and update or archive
2020-08-24-Troubleshoot-Hybrid-Connection-Issues.md,Troubleshoot Hybrid Connection Issues - Windows/Linux,2020-08-24,5.0,outdated,10,hybrid connections; hybrid; how-to; configuration; azure app service on linux; troubleshooting hybrid connections; dotnet; diagnostics; azure app service on windows; azure hybrid connection; azure hybrid connections; troubleshooting,,,"Post is 5.0 years old, likely contains outdated information",HIGH: Review and update or archive
2022-02-11-Vue-Deployment-on-App-Service-Linux.md,Vue Deployment on App Service Linux,2022-02-11,3.6,outdated,10,azure app service on linux; github actions; dotnet; vue; azure devops; docker; javascript; deployment; nodejs; deploy; troubleshooting,,nodejs 6.,"Post is 3.6 years old, may need updates; References deprecated technology versions: nodejs 6.",HIGH: Review and update or archive
2022-05-16-Serving-SPAs-with-PHP-Blessed-Images.md,Serving SPAs with PHP Blessed Images,2022-05-16,3.3,outdated,10,single page application; configuration; dotnet; docker; spa; deployment; nodejs; php; deploy; troubleshooting,,php 5.; php 7.4,"Post is 3.3 years old, may need updates; References deprecated technology versions: php 5., php 7.4",HIGH: Review and update or archive
2022-05-20-Diagnostic-Tools-for-Java-Performace-on-App-Service-Linux.md,Diagnostic Tools for Java Performace on App Service Linux,2022-05-20,3.3,outdated,10,"azure app service on linux; dotnet; performance; how-to, diagnostics; docker; java; troubleshooting",,java 7; java 8,"Post is 3.3 years old, may need updates; References deprecated technology versions: java 7, java 8",HIGH: Review and update or archive
2022-05-03-PHP-Yii-deploy-on-App-Service-Linux.md,Yii Deployment on App Service Linux,2022-05-03,3.3,outdated,10,python; azure app service on linux; github actions; dotnet; yii; azure devops; docker; deployment; php; deploy; troubleshooting,,php 7.4,"Post is 3.3 years old, may need updates; References deprecated technology versions: php 7.4",HIGH: Review and update or archive
2022-04-22-PHP-Laravel-deploy-on-App-Service-Linux.md,Laravel Deployment on App Service Linux,2022-04-22,3.4,outdated,10,laravel; python; azure app service on linux; github actions; dotnet; azure devops; docker; deployment; nodejs; php; deploy; troubleshooting,,nodejs 4.; php 5.; php 7.0; php 7.4,"Post is 3.4 years old, may need updates; References deprecated technology versions: nodejs 4., php 5., php 7.0, php 7.4",HIGH: Review and update or archive
2022-05-20-Diagnostic-Tools-for-Java-Performace-on-App-Service-Windows.md,Diagnostic Tools for Java Performace on App Service Windows,2022-05-20,3.3,outdated,10,how-to; azure app service on linux; dotnet; performance; java; troubleshooting,,java 7; java 8,"Post is 3.3 years old, may need updates; References deprecated technology versions: java 7, java 8",HIGH: Review and update or archive
2022-05-23-Editing-Response-Headers-on-Linux-App-Service.md,Editing Response Headers on Linux App Service,2022-05-23,3.3,outdated,10,how-to; python; configuration; azure app service on linux; dotnet; java; nodejs; php; docker,,php 5.; php 7.4; java 8,"Post is 3.3 years old, may need updates; References deprecated technology versions: php 5., php 7.4, java 8",HIGH: Review and update or archive
2022-06-08-Increasing-Request-Header-sizes-on-Linux-App-Services.md,Increasing Request Header sizes on Linux App Services,2022-06-08,3.2,outdated,10,how-to; request headers; python; configuration; request header sizes; azure app service on linux; dotnet; java; php,,php 7.4,"Post is 3.2 years old, may need updates; References deprecated technology versions: php 7.4",HIGH: Review and update or archive
2022-06-24-Avoiding-hardcoding-Node-versions-on-App-Service-Windows.md,Avoiding hardcoding Node versions on App Service Windows,2022-06-24,3.2,outdated,10,how-to; node.js; configuration; azure app service on windows; deployment; nodejs,,nodejs 6.,"Post is 3.2 years old, may need updates; References deprecated technology versions: nodejs 6.",HIGH: Review and update or archive
2022-07-18-Installing-troubleshooting-tools-in-Java-custom-containers.md,Installing troubleshooting tools in Java custom containers,2022-07-18,3.1,outdated,10,how-to; configuration; azure app service on linux; dotnet; docker; azure web app for containers; java; troubleshooting,,java 7; java 8,"Post is 3.1 years old, may need updates; References deprecated technology versions: java 7, java 8",HIGH: Review and update or archive
2022-02-17-Flask-Deployment-on-App-Service-Linux.md,Flask Deployment on App Service Linux,2022-02-17,3.5,update_required,9,python; azure app service on linux; github actions; dotnet; azure devops; docker; deployment; flask; deploy; troubleshooting,,,"Post is 3.5 years old, may need updates",LOW: Review and refresh content
2021-01-28-wordpress-best-practices-for-security.md,WordPress Best Practices for Security,2021-01-28,4.6,update_required,9,how-to; wordpress; azure app service on linux; dotnet; best practices; security; app services; azure; php,,,"Post is 4.6 years old, may need updates",LOW: Review and refresh content
2021-03-11-Python-Function-App-Processing-Multiple-Requests.md,Python Function App - Processing Multiple requests,2021-03-11,4.5,update_required,9,azure function app; how-to; python; process multiple requests; configuration; performance; python function app; python_threadpool_thread_count; functions_worker_process_count,,,"Post is 4.5 years old, may need updates",LOW: Review and refresh content
2022-02-07-React-Deployment-on-App-Service-Linux.md,React Deployment on App Service Linux,2022-02-07,3.6,update_required,9,react; azure app service on linux; github actions; dotnet; azure devops; javascript; deployment; nodejs; deploy; troubleshooting,,,"Post is 3.6 years old, may need updates",LOW: Review and refresh content
2022-01-16-NodeJS-and-Redirects-or-Rewrites-on-App-Service-Linux.md,Node.js and Redirects or Rewrite scenarios on App Service Linux,2022-01-16,3.6,update_required,9,rewrite; node.js; configuration; azure app service on linux; dotnet; redirect; docker; nodejs; php; troubleshooting,,,"Post is 3.6 years old, may need updates",LOW: Review and refresh content
2021-12-14-Profiling-High-CPU-and-Memory-in-Azure-JavaScript-Functions.md,Profiling High CPU and Memory in Azure JavaScript Functions,2021-12-14,3.7,update_required,9,node.js; high memory; performance; profiler; high cpu; azure functions; javascript; nodejs; troubleshooting,,,"Post is 3.7 years old, may need updates",LOW: Review and refresh content
2022-02-11-Nest-Deployment-on-App-Service-Linux.md,Nest Deployment on App Service Linux,2022-02-11,3.6,update_required,9,azure app service on linux; github actions; nest; dotnet; azure devops; docker; deployment; nodejs; deploy; troubleshooting,,,"Post is 3.6 years old, may need updates",LOW: Review and refresh content
2021-02-03-Loading-certificates-using-nodejs.md,Loading and accessing certificates in node.js on Azure App Service,2021-02-03,4.6,update_required,9,azure function app; how-to; certificate; node.js; azure app service; nodejs; docker,,,"Post is 4.6 years old, may need updates",LOW: Review and refresh content
2021-01-28-aks-acr-private.md,AKS deployment with ACR public endpoint disabled,2021-01-28,4.6,update_required,9,how-to; kubernetes; container registry; azure kubernetes service; aks; azure; docker,,,"Post is 4.6 years old, may need updates",LOW: Review and refresh content
2021-01-05-Deployment-and-Configuration-App-Service-Linux.md,Deployment and Configuration - App Service Linux,2021-01-05,4.7,update_required,9,how-to; configuration; azure app service on linux; dotnet; docker; deployment; nodejs; java; app service linux,,,"Post is 4.7 years old, may need updates",LOW: Review and refresh content
2020-11-06-Troubleshoot-Dotnet-Core-on-App-Services-Linux.md,Troubleshoot .NET Core Applications on App Services - Linux,2020-11-06,4.8,update_required,9,how-to; .net core; azure app service on linux; dotnet; linux; dotnet core; docker; azure app service; troubleshooting dotnet core on linux; dotnet core on linux; troubleshooting,,,"Post is 4.8 years old, may need updates",LOW: Review and refresh content
2022-05-13-Container-Apps-and-Bicep-Deployments.md,Container Apps and Bicep deployments,2022-05-13,3.3,update_required,9,python; bicep; kubernetes; dotnet; container apps; docker; deployment; deploy; troubleshooting,,,"Post is 3.3 years old, may need updates",LOW: Review and refresh content
2022-06-30-Docker-User-Namespace-remapping-issues.md,Docker User Namespace remapping issues,2022-06-30,3.2,update_required,9,how-to; configuration; azure app service on linux; troubleshooting; azure web app for containers; deployment; nodejs; docker,,,"Post is 3.2 years old, may need updates",LOW: Review and refresh content
2022-06-20-wSGI-and-aSGI-Python-Applications-on-Azure-Functions.md,wSGI and aSGI Python Applications on Azure Functions,2022-06-20,3.2,update_required,9,how-to; python; configuration; azure app service on linux; azure functions; deployment,,,"Post is 3.2 years old, may need updates",LOW: Review and refresh content
2022-05-30-Hosting-a-Nexus3-repository-on-an-Azure-Linux-VM.md,Hosting a Nexus3 repository on an Azure Linux VM,2022-05-30,3.3,update_required,9,how-to; configuration; azure app service on linux; nexus; azure linux virtual machine; docker,,,"Post is 3.3 years old, may need updates",LOW: Review and refresh content
2022-05-18-Custom-PHP-runtime-for-App-Service-Windows.md,How to use a Custom PHP runtime for App Service Windows,2022-05-18,3.3,update_required,9,dotnet; app service windows; php; configuration,,,"Post is 3.3 years old, may need updates",LOW: Review and refresh content
2022-04-27-2022-Enabling-SSH-on-Linux-Web-App-for-Containers.md,Enabling SSH on Linux Web App for Containers,2022-04-27,3.4,update_required,9,python; configuration; azure app service on linux; ssh; docker; deployment; java; deploy; troubleshooting,,,"Post is 3.4 years old, may need updates",LOW: Review and refresh content
2022-05-20-Custom-Tomcat-Configuration-on-Azure-App-Service-Linux.md,Custom Tomcat Configuration on Azure App Service Linux,2022-05-20,3.3,update_required,9,how-to; azure app service on linux; dotnet; troubleshooting; linux; docker; java; tomcat,,,"Post is 3.3 years old, may need updates",LOW: Review and refresh content
2021-12-22-Custom-Tomcat-Configuration-on-Azure-App-Service-Windows copy.md,Custom Tomcat Configuration on Azure App Service Windows,2021-12-22,3.7,update_required,9,how-to; dotnet; windows; troubleshooting; azure app service on windows; java; tomcat,,,"Post is 3.7 years old, may need updates",LOW: Review and refresh content
